Community,Class
Raceway on Cobbs Ford in Prattville Prattville ,0
Seeking Older Gentlemen for General Questions Duluth ,0
Female who lived in Ratner El paso ,0
cowboy boots with long white hair Dearborn ,0
Emmetsburg Iowa for the night Super 8 ,0
Mike G in Grayslake city of chicago ,0
Cutie at Gleam Carwash on 38th Berkeley ,1
Looking for a woman named Wendy Colerain ,0
Kari where are you now? seabrook tx ,0
Nice college student with awesome tattoos Minneapolis ,1
Firehouse Subs in Overland Park Overland Park ,0
Broad in the beam-W for M Brainerd ,0
older the berry sweeter the juice Woodbury ,0
Walmart 9 am beautiful manager Las cruces ,1
Looking for my uncle Charlie Aurora Dtc ,0
Mariano's on Chicago and Damen West Town ,0
Lady at Jackson-Evers airport Flowood MS 39232 ,1
That guy at gamestop West st paul ,1
Sunday morning at church in Frisco Frisco ,0
So long; sorry I missed you! Lafayette ,0
I should've got your number FORT COLLINS ,0
Barnes and Noble - Sat 11/11 Arboretum ,0
Black Chevy SUV at Academy South Side ,0
Lost dog in the Conway area Conway ,0
Attractive Older Blonde at King Soopers Aurora ,1
"Help with a wood project Albany, Ga ",1
Guy at store in ladies clothes Sidney ,1
Looking for my casual friend Jefferson city ,1
We locked eyes at Trader Joe's Asheville ,0
Beautiful Brunette with camo hat Oak Lawn ,0
Man walking dogs At Doss high school ,0
Looking for older female playmate Eagle River ,1
Guy eating alone at Cracker Barrel Temple ,0
Kroger St Johns MI St Johns MI ,0
Cute meijers gas station cashier girl Lancaster ,1
Any petite women out there? Sioux Falls ,0
older gentleman (70s) at Kings Pharmacy Denver ,0
Under Below the Radar-w 4 m Billings ,0
"MayTag Man , for service calls INMAN ",1
White Jeep Cherokee with dealer tag Cumming ,0
An Eroctic WF 4 my BDay! Hermitage ,1
Help needed Benton Harbor - Saint Joe ,0
beautiful girl working at domino’s pizza raton ,1
Meijer Auburn Hills produce section Auburn Hills ,1
Stylist Great Clips Tall Grass Tall Grass ,0
Business Traveler Seeks Dinner Companion Downtown Cleveland ,0
Thought we had a connection ? Ypsilanti ,0
Girl wearing vans sneakers Hollywood lake mead ,1
Papa Paul's Brick Oven Pizza Old Litchfield ,0
Lady at Spirit of Halloween west valley ,1
Red car driving North on Wadsworth Arvada ,0
pink jeep at the neighborhood Walmart Caldwell ,0
the guy with the tattoos East 290 ,0
We got togther now and then Shawano ,0
Easy going nice Female HeRe northwest suburbs ,1
In search of Beautiful cashier middletown ohio ,1
We kept looking at each other Austin ,0
Wal Mart Corinth Pretty Black Dress Corinth ,1
"Lost CB Radio buddy, ZZ2022 Phoenix/East Valley ",0
you told me you'd support me Madison ,0
Skater at Junes All Day Brunch Austin ,0
Hot tub or jetted bath Iowa city ,0
ASIAN WOMAN IN EDGEWATER city of chicago ,1
Health Partners Dental Waiting Room Saint Paul ,0
retired male seeking retired male fort wayne ,1
gym bro nov 3 410p Grand Rapids ,0
U2 @ The Sphere 11/1 Santa Fe ,0
isabel at mcdonalds on Culebra San Antonio ,0
gym rat needs gym ideas cedar rapids ,0
I'm sorry if I was staring! Hibbing ,0
My Lucky Day (times3!) Fred Meyers Chinden ,0
"Steph from Santa Fe! Santa Fe, NM ",0
Auto Zone in Boulder City Boulder City ,0
Halloween - I missed it! Copperas Cove ,0
Blonde at Circle K on Oracle. Tucson ,1
LOOKING FOR OLD FIRE ISLAND FRIENDS. Columbus ,0
Still trying to find Dougie Fr. Indy ,0
You were a Road worker guy Dayton ,0
10 X Apartments Laguna Beach Laguna Beach ,0
"Robert Lee Dude , Claytonfos5x Coke county ",0
Kayleigh? not sure of spelling Fergus Falls ,0
Looking for her Utah county Payson area ,0
Forest Lake Walmart 10/30 Forest Lake 10/30 ,0
Road Construction Guy Olbrich Park Atwood Ave ,0
Crispelli's Bakery - Royal Oak Royal Oak ,0
Cook at Waffle house Farragut / Knoxville ,0
Picked you up at Walmart- M4F Glendale ,0
Trish. Lived in Limon Co. 1980s Calhan ,0
Looking for Mike its Tony HMU albany ,0
"Urb Chicken Coop Sunday 12725 Meredith, Urbandale ",0
Safeway on 7th street and bell. PHOENIX ,0
Looking for cd tran friend Panama city. ,0
Haven't seen you in awhile Knob Hill ,0
Senior Citizen Get Together South Point Area ,0
Beautiful lady in BMW Holland State Park ,1
Looking for Jessica and Mike Terre Haute ,0
6’6” Roster looking for a hen Carlsbad ,1
Retired VP at the SCORE meeting Irving ,0
Glowing throat tattoo Battle Creek dog park ,0
Orange Board Shorts in Walmart Columbia City ,0
Fashion victim F 4 M Iowa City ,0
Movers and shakers f for m Ames ,1
Missed connection with Jason aka JB Auburn ,0
Seeking woman watching football with friends Broadway ,1
Baby blue 70s Ford truck Fort O ,0
Pumping Gas / HEB 1604 / Bandera ,0
Mujeres que necesiten atencion harlingen /brownsville/santa rosa ,0
"Food Outlet Trenton AM 10/23/23 Trenton, GA ",0
ISO wigs and heels or boots Washington ,0
You liked my hat West St. Paul ,0
two ladies ran out of gas Dallas ,0
You ate at my restaurant Highland Park ,0
Liscened GC looking for jobs Rapid City ,0
black lady at the walmart neighborhood bedford ,1
Beautiful Blonde at the Anoka Fair Anoka ,1
Looking for friend girl or guy Vinton ,1
Hot Mom at Blues Game St Louis ,1
The Spur - Bridal Party Park City ,0
At the dentist on Friday Greenwood Village ,0
Colette where did you go San Antonio ,0
Looking for a male friend Las Cruces ,1
Vendor at Bark & Boos 10/21 Springfield ,0
Jason Aldean bar civil engineer girl Nashville ,0
Fry’s 7th Ave and Camelback central/south phx ,0
"Mi Madre's, Saturday early afternoon, 10/21 Austin/Cherrywood ",0
in line at Lowe's on Primrose Springfield ,0
Post Office at Smith Valley/US 31 Greenwood ,0
Marquette childrens museum - we talked Marquette ,0
Looking for gentleman I helped out Evansville ,1
Seeking trans or mistress cds welcome Flowood ,1
Older lady? We used to chat Fremont ,1
You approach me at Tader's Joe Tucson ,0
Lady at Charleston thrifty store Las Vegas ,1
Snowflake Walmart see though flower pants Snowflake ,0
Buddy for bird watching needed Battle Creek ,0
Poker players SUNRISE MANOR NORTH Las Vegas ,0
Multiple loads in my dump Irons mi ,0
18M looking for females or couples Sulphur ,1
Puzzles and Coffee @ a Bookstore PENSACOLA ,0
Looking for a female workout partner CALHOUN ,1
Holidays a time for giving Muscle shoals ,0
La fitness - workout partner West Dundee ,0
Female company for road trip today Attalla ,1
Older Male Looking For Female Partner Alexandria ,1
"Fun, road trips, hot springs etc. Montana ",0
New to area. Happy holidays! St. Joseph ,0
"we met 1 yr ago Columbus ,georgia ",0
Looking to find a friend Van Buren ,0
Looking to get into Baking Grand Junction ,0
Seeking lady partner for motorcycle rides Lapine ,1
anyone into automation TUCSON W. PRINCE RD. ,0
Looking to sell used women's clothing Foley ,0
Looking for a workout partner Fayetteville area ,0
Saturday night Night owl city of chicago ,0
Looking for workout Partner South Point Ohio ,0
Lets play a game of pool Cecil ,0
Short road trip needs female companion Chattanooga ,1
Odd jobs wanted Lake city and surrounding ,0
"Walking , biking, companion partner MWC area,OKC ",0
play cards in off time Spring City ,0
"Walnut Creek Park Hike, walk, chat. Austin ",0
"Planning a late night event Albany, GA. ",0
Tennis Practice Partner (3.5 - 4.5) Summerlin ,0
Regular Activity Partner Milledgeville & nearby areas ,1
Pedicabbing part time - Flexible French Quarter/Marigny/CBD ,0
anyone wants to go deer hunting farrell ,0
Bored in the bay Bay st Louis ,0
dinner and a movie city of atlanta ,0
Looking for pilot for weekly flight! Scottsdale ,0
Any good golf courses around Tupelo Tupelo ,0
Magic Club in Billings meets monthly Billings ,0
Retired Navy Veteran seeking Lady Friends Cortland ,1
Looking for female hunting partner Glen flora ,1
Need partner for Colorado Elk hunt Constantine ,0
Record / Thrift Store Friend Kansas City ,0
Sculpture and Special effects apprentice wanted Tulsa ,0
7 1/2 or 8 in Parshall Parshall ,0
* Beavervs *Chicken. You. win St. Marie ,0
John from mobile home park. New Waterford ,0
Need some rest? Shower? I-70 Near Colby ,0
"Anyone into guns, survival? Share tips Stanley ",0
fun time in miles city Miles City ,0
Anybody need a handy man Walnut grove ,1
Where are all the fellow bikers Rockwall ,0
"Activity partner Walking ,biking . MWC area ",0
Can't sleep..wanting to meet new f Converse ,0
Looking for Senior activity partners Flat rock ,0
Disappointed in San Marcos people San Marcos ,0
Swing or Latin Dance Practice Partner Boulder ,0
Pickleball at Encanto or Rose Mofford Phoenix ,0
Looking for a female for dinner Crookston,1
Folks to hang out with Wichita falls,0
Need to use a press Commerce city,0
Looking for Hiking Buddy Salt Lake Area,0
looking for my friend Jake San Antonio,0
"N Center St,. Could use *YOU Washington",0
Looking for a gym reference Pine Bluff,0
Looking for a metal detector buddy Clifton,0
Work out partner needed Auburn tiger town,0
Anyone want to learn to bake? Casper,0
Dump em out cleaning service Great Falls ,0
Tennis Table/ Ping Pong practice Frisco Co ,0
baseball practice needing a catcher Horn Lake ,0
Im looking to make some friends Ponca ,0
Women in Business Support Group Santa Fe ,0
"Part-Time personal assistant wanted Blue Ridge, GA ",0
Looking for a third movie friend Tuscaloosa ,0
female guitarist seeks same for jamming Minneapolis ,0
??Ggirl llo0king x mmalee $exx tT0nightt????????  11/,1
Young fine black guy at gas station,1
you noticed my hose under my slacks,0
You left me your number on Windshield,0
would you like to have some fun,1
Wood for your wood burner (Females Only),1
Who wants to have some fun today?,1
Who is up for something chill today?,1
Who is up for some real fun?!,1
Whispers of Love in the Midnight Breeze,0
We work out of the same building,0
We talked about the horses at dg,0
Want to meet with a male partner,1
Unleash Your Passion with a Fearless Goddess,1
"Unforgettable Passion, Wrapped in a Beautiful Package",1
Trying to find another YBM like him,1
To The Lady Who Walks Her Dog,1
"Tickling Your Funny Bone, Spicing Up Romance",1
"Tickling Your Funny Bone, Mischief and Romance",1
"Tickling Temptation, Playful Seduction at its Finest",1
The girl at the Sakura in Winchester,1
The couple that needed help with presents.,0
Tempting Goddess Ready to Unleash Her Desires,1
Tall gentleman I helped 11/22 (Keith St),0
Swipe right if you're not a psychopath,0
sweet Girl available for dirty h0oK upSsS,1
Sweet Dreams and Endless Love Await Us,1
Sultry Enchantment with a Flair for Adventure,1
Sensational Delight with a Touch of Spice,1
Seeking someone who's not a total buzzkill,1
"Seductive Trailblazer, Leading You to Uncharted Territories",1
Saw this black guy at fitness center,1
"Sassy and Sultry, Commanding Attention with Laughter",1
Ready for use I want two guys,1
QUiCk FUN ThiS time........just for aDuLt FUn,1
"Quest for lady,,,Seeking week by week fun",1
"Professional napper, Netflix binger, and beer drinker",0
Playful Tease With a Hint of Mystery,1
Playful Tease with a Flair for Adventure,1
"Play with my breast and hot psy.........tonight,",1
Passionate Pleasure Seeker with an Adventurous Soul,1
P~lay with me until i w_et myself,1
Newly divorced mom luking for good time,1
Need some fun tonight! Hit me up!,1
Need a G~uy to Go With Me,1
"Naughty Humor, Unleashing Your Inner Wild Side",1
"Naughty by Nature, Wickedly Funny and Flirtatious",1
"Naughty and Nice, Let's Unleash the Spice",1
"Naughty and Nice, Embracing Dualities with Style",1
N~eed a Good Man to d~irty play,1
N~eed a good m~an to d~irty play,1
My H~usband out of town for 7days,1
Miss meeting you at night hopefully tonight,1
Miss meeting you at night hopefully today,1
Marri?d ???????? R€ady Casual Free fUnn  11,1
"Magnetic Presence, Irresistible Energy, One-of-a-Kind Woman Magnetic",1
Magnetic Charmer Searching for Sparks of Desire,1
Looking for the dodge queen Deb Fraser,0
Looking for Mary Fisher from West Allis,0
Looking for a master carpenter who teaches.,0
"Lonely hot woman, want to XxX malE...*",1
like to hoook up =>hit me up,1
Lets text and see where it goes,1
Ladies do you need Christmas help ?,0
Kisses That Ignite the Flame of Love,1
Just here for the free pizza LOL!,0
"Ive got a little secret for you,",0
Is there a lonely lady out there?,1
Irresistible Charm with a Hint of Wildness,1
In town for the weekend... lets hang!,1
I'm lokking for M.... Day And Night,1
I'm just tryin to make a livingn,1
I'd love to meet a nice guy.,1
"i want somebody who wants to enjoy,",1
I need someone for night caps ASAP,1
I love to play and have fun,1
I Fell In Love With My Enemy,0
I don't have much to go on,0
I am a very friendly fun girl,1
Home alone {{mooooom}} need a man fucker,1
Hi Aaron it’s been almost 2 years,0
hang with me around night time F4M,1
Girl in Red Jacket at Asian Market,0
Girl Alone in my hotel room fun,1
Free tonight for a drama free hang?,1
Flirty Fun with a Dash of Mystery,1
Flirty Firecracker Ready to Ignite Your Passion,1
"Flirty and Fearless, Ready to Explore Together",1
"Flirtatious Spark, Waiting to Ignite Something Special",1
Flirtatious Goddess Ready to Steal Your Heart,1
"Flirtatious Frenzy, Enticing You with Irresistible Laughter",1
Flaming Desire in Search of Electric Chemistry,1
Finding the Missing Piece of My Heart,1
Female looking for a male chat friend-,1
Female looking for a male chat friend,1
Female College student looking for new friends,1
Exquisite Temptation in Search of Thrilling Encounters,1
Exotic Beauty With a Flair for Adventure,1
Do you want to meet someone new?,1
Do you want to m~eet someone new?,1
Do you like to party & fuuuck,1
Do you like to party & fuuu$$ck,1
Divorced mom contain a new x buddy,1
Discover the Magic of Sweet Dreams Together,1
"Confident and Sensuous, Ready to Mesmerize You",1
"Confident and Alluring, Ready for Passionate Adventures",1
"Cheeky, Charming, and Captivating Laughing Luscious Lover",1
Charming Seductress With a Flair for Excitement,1
"Captivating Temptation, Leaving You Yearning for More",1
"Captivating Flame, Waiting to Kindle Your Passions",1
Bored F looking for M a~ctivity friend,1
Bored and need to meet new people,1
Board and Looking for an informing accessory,0
Black guy I saw at Shell station,0
Billiards with mom & dad at Steakout,0
Bewitching Femme Fatale with a Mischievous Smile,0
Bewitching Beauty With a Dash of Spice,0
Avs Devils game made fun of sakic,0
Are there any swallows in Western Denmark?,0
Anyone wanna need to make a friendnd,1
Any men free for dinner & drinks?,1
Am I what you are looking for?,0
"Alluring Laughter, Keeping You Spellbound in Delight",0
Alluring Enigma in Search of Thrilling Connections,0
Albertsons Bar Boise State Lady Green Jacket,0
"Adventurous Spirit, Seeking a Partner in Crime",0
A Lonely Heart's Journey to Finding Love,1
A girl just wants to have fun,1
420 g~irl looking for a cool M~ale,1
"38 years of age $exxy HoT Girl,,,,,alone",1
34 y/o female s€€king (())day & night,1
33 years woman looking for a partner,1
33 y/o female seeking day & night,1
31 y/r Older wm need a friend,1
29 years old female seeking hot person,1
29 y/o __female ___seeking___ day__ & night'''',1
"28 years of age $exxy HoT Girl,,,,,alone",1
"28 y~ears of age $exxy H0T G~irl,,,,,A~lone",1
"26~~~female wanting to make some incredible memories,",1
24yrss old Young woman needs bodyy plaYyY,1
23 Y curvy girl Looking 2 Hook_Up...!!,1
22 Y/r College__ GIRL for older man,1
21years College girl looking for study partner,1
"21y/o~~~~Cute young lady needs to give bj,",1
"21 year old girl seeking older man,",1
~~39 yrs Low and divorced F ~,1
***45 yr__ old__ f looking__ for m...***,1
"""38 years of age $exxy HoT Girl,,,,,alone""",1
"""21y/o~~~~Cute young lady needs to give bj,""",1
Big man in Costco earlier Havana and Florida ,0
My brown plants need more goldn rains Theodore ,0
Looking for a trainer I am male Allen ,0
Why do I keep getting flagged American Fork ,0
QT at Bashas in spandex shorts Paradise Valley ,0
CD for a drink/drinks B-bobs or Midtown Pub ,0
In town for a few days (M4F) Elko ,0
Any woman that may have medical problems Lexington ,0
Employee at belt and Faron Starbucks St Joseph ,0
Seeking Kelly at coffee drive through (smiths) Evergreen ,0
Hey looking for a college jock South coffeyville ,0
Westgate Hotel Plainfield Let's try this again Plainfield ,0
You cut my hair today Elk Grove Village ,0
Need a load of wood it's cold. Fries ,0
To the lady at McDonalds 91st Memorial Tulsa ,0
Used to see you riding your bike Downtown ,0
"Looking for former LaCrosse, WI roommate Mondovi, WI ",0
Seeking John A Rosalia aka John Rose Mesa ,0
Are You The Lowes Paint Girl Fort Worth ,0
met last weekend at Whole Foods lakeview east ,0
Lovely chat at the Post Office. Highlands Ranch ,0
Woman at Briargate Santa event Shops at Briargate ,0
Latina at the Hobby Lobby on Saturday Spring ,0
Looking for Female friend ;) Truth or consequences ,1
You gave me your business card Grand Rapids ,0
Chick looking for cool activity partner Hoffman estates ,0
Seen you in Walmart on North Side Dothan ,0
Saw beautiful women at the grocery store Cheyenne ,0
Dutch Bros on Chinden and Glenwood Garden City ,0
Tiffany - it's been a few years Omaha ,0
Couple looking for another couple to play Findlay ,1
Found Womans Wallet with Money in it. Norwalk ,0
"Highland Gold's Gym Mens locker room Austin, TX ",0
You bought my sandwich at Subway St Cloud ,0
Blond woman at the rental place... Fort Smith ,0
saw you at fry's n the kia yuma ,0
Those times you invited me over South County ,0
I've seen you a few places Butler County ,0
"Mature Black Woman - Kroger Germantown Germantown, TN ",0
Nearly Crushed by your ?Sister's? Bed Great Falls ,0
Looking for Gloria Agujero in Buckeye Palo Verde ,0
Senior male 70s for Personal friendship wanted Bismarck ,0
Looking for Glenn smith rossford it's urgent Maumee ,0
"Black hair, black coat, sweater, and pants Wakefield ",0
Looking for Fred its Tony HMU albany leesburg ,0
Beautiful Pharmacy Worker CVS Anderson 38th and Main ,0
we used to meet at my office whitehouse ,0
Used to help with my back pain Hattiesburg ,0
Looking for older buddy from Fairfield area Hamilton ,0
anyone going to kbh on tuesday? hales corners ,0
Johnsom Creek clinic baby blue shoes Johnson Creek ,0
USPS San Marcos - early afternoon San Marcos ,0
girl with black eye at bus station Akron ,0
"North Face coat at Burger King Champaign, Urbana ",0
"Ruby we met at the club Friday Duluth,mn ",0
Looking for Melissa from White House area Hendersonville ,0
Walking companion with or without pups St Peter ,0
For AF - eyes game at work Plano ,0
looking to reconnect with old buddy EL PASO ,0
My female friend moved away Highway 280 area ,0
I miss our late night texts South Suburbs ,0
To the cute couple at Pet Co Fenton ,0
"Johnny Alder of Rayne, Missed You Again! rayne ",0
Looking for Sara Smith from Craigslist Sioux Falls ,0
"Hey George C, you coming to visit? Riverside ",0
trying to reconnect with my daughters donor Omaha ,0
Bass and trout fishing excursions for best Columbus ,0
Last week at Gulf Coast Center Texas city ,0
"Tall, dark, and handsome at Target Colorado Springs ",0
Find my past Cleaning Lady Panama City/Mexico Beach ,0
Black Man in Wendover (Sun Nov 19th) Wendover ,0
Cashier at Walmart with colorful shirt Prescott valley ,0
All The Tea In China-F 4 M Springfield ,0
Headed to Cinema one in Chattanooga tommorrow Sparta ,0
Sweet pea let you down city of chicago ,0
We chatted in 7 eleven Edmond near UCO ,0
Gorgeous Red woman at Ballys Casino Downtown Chicago ,0
Looking for LAURIE THOMPSON mid 60's hennepin county ,0
Missed conection with my swim partner steven Katy ,0
old town buckeye liquor store/ smoke shop Buckeye ,0
Sweet Lady at The Fresh Market today Hendersonville ,0
P.F. Chang's dinner paid 11/17 east side phoenix ,0
Terribles on Sunset and Ft Apache Las Vegas ,0
Smiley black bbw at Lowe's on 741. Miamisburg/Centerville ,0
"worker at Town Pump, Brooks and Stevens Missoula ",0
in the rare event u see this Canton ,0
Donut Shop - Eldrige & Spring Cypress Tomball ,0
Elementary my dear Watson f 4 m Abilene ,0
Man that waived at me at Speedway Sheffield/Elyria ,0
SLC AIRPORT nov 13th night flight SLC Airport ,0
I saw you standing there at QT Mesa ,0
Alissandra TJ Maxx Diamond Counter St Louis Park ,0
looking for black male friend lafayette and surrounding ,1
It wasn't Coors Light Maverick on Overland/Locust Grove ,0
Red Rock Brewery Nov11th after 2:00 PM Murray ,0
Busco Chacal en Trusa para Modelos Del Valle ,0
Looking for a TINY guy city of chicago ,0
"Tall and red haired, at Draper Smiths Draper ",0
Sexy Sam walking to Discount Tire Rita Ranch ,1
Sitting on the fence at the park Eastside ,0
L e s t er at panda Athens ,0
We met at the Texaco convenience store Duncanville ,0
costco nampa wednesday over the knee boots Nampa ,0
im looking for my long lost friend hiram ,0
Guy with gray hat at Ross Bassett Place ,0
You worked at Save a lot Benton Harbor ,0
"New to area, looking for friends Cresco Ia. ",0
looking for Melissa from grizzly rose 11/10 Denver ,0
in need of a male friend Pleasant Hill ,1
Dr Franken Furter at Radio Bar Baton Rouge ,0
Lovely Days for Strolling ( Reservoir ) Northglenn ,0
Panda Express 11-9-23 m for f Fort Collins ,1
Beautiful chick at club fitness jungerman St. Charles ,0
"Lost contact with A. Durham ! Jonesboro, Ar ",0
Cutie at Little Caesars Lubbock 19th off Univ ,0
Remy's parents flashlight night International Wildlife Musuem. Tucson ,0
Looking for huge in Del rio Del rio ,0
Symphony Center first row in front stage Chicago ,0
24M looking for friends and maybe more? Coralville ,1
I repaired your furnace the other day Buford ,0
looking for my workout partner off beach and ,0
Will be riding cheaha today after lunch Cheaha ,0
Have a Captain Cook w for m Atlanta ,0
Red - It’s been over 10 years Wichita ,0
Beautiful woman driving company truck Harvest to Huntsville ,0
We chatted at gas station on Sahara Vegas ,0
Missed my Friend at Findlay Toyota Old Henderson ,0
Amazing country girl Fry’s at Jomax and I-17 ,0
Ameristar you were playing penny slots st charles ,0
Locked eyes at the store this morning Pulaski ,0
Blonde at LS Walmart earlier today Lee’s Summit ,0
Neighborhood Walmart on republic by Family video Battlefield ,0
Looking for the girl at syn tonight Tulsa ,0
Dancing at booth- Big Dig for kids Phoenix ,0
Saw you today and didt’l say hello Roswell ,0
Looking for a woman to chat with dallas ,0
Old soul feels lost in this time Jonesboro ,0
amistades y chorizos dias calientes Dove heights subdivision ,0
Looking for the woman in Lindenwald Hamilton ohio ,0
Jennifer we met at the Ottumwa Park Ottumwa ,0
Cutie driving a little cute car Prescott valley ,0
I helped you change your flat tire BOISE ,0
AA female blue charger at 711 Red oak ,0
Walmart by NorthPark Wednesday about 6:30 p.m. Dallas ,0
Blonde in blue BMW at Quick trip Mesa ,0
Monique Circle K on La Canada Green Valley ,0
Phoenix apts on ft lowell n Oracle Midtown ,0
"Friday evening the 3rd, lady’s or couples Fargo ",0
Runnels / Tom Green Deer Hunters San Angelo ,0
"Bored, looking for new friends Thief River Falls ",1
Lady in White and Red at Starbucks Pittsburgh ,0
Looking for Robert the truck driver Las Vegas ,0
Sunday Evening Hardware Store Run New Hope Ace ,0
LSL McDonald's delivery pickup woman Lake St Louis ,1
We met at Sherlocks Central and Park Ln ,0
Christina the goddess cyclist of the hills Boerne ,0
"Laurel River Trail Saturday near Hot Springs, NC ",0
"Looking for my friend, or new friends Trafford ",0
Uni goodwill pretty brunette sat 10/ St paul ,0
You at Pcola bch rv resort pensacola bch ,0
Cute Dark Haired Girl at Casey's Terre Haute ,0
New to all of this... but interested Payson ,0
Looking for Beth lived on segur st Toledo ,0
"Fie, foh, fum w 4 m San Angelo ",1
get go station strongsville today at lunch strongsville ,0
Red Chevy woman from Rivergate to Hendersonville Hendersonville ,0
Brook no truck with f 4 m Evansville ,1
You were my pretty waitress at Junction Dekalb ,0
"""Meg"" with sunhat at Taco Bell Wetmore& 1st ",0
Studio B Country Music Hall of Fame Nashville ,0
Bismark guy at JJ's Bar Golden Valley Minnesota ,0
looking to connect with older Dom guy Centerville ,0
saw you at North Star mall San Antonio ,0
Talking Before Krewe de Boo Central Business District ,0
dark cutie employee at ole’s gas station Missoula ,0
Travis the electrician that uses Crum Supply Denver ,0
Lori - Silver Dollar City Smoking Area Branson ,0
Gulch lady near the pine liquor store Gulch ,0
We’ve seen each other around town before Sidney ,0
Senior male looking for friend panama city beach ,1
Looking for a Friend and an Assistant 30135 ,0
Looking for a older friend Omaha/ council bluffs ,1
looking for friends for movies and whatnot gulfport ,0
Looking to explore walking in the rain Skokie ,0
STATIC BREATH-HOLDING / FREEDIVING / MEDITATION Santa Fe ,0
Mid 50's male 4 F Brandon / Manitoba ,1
"Pool Billiards ,Hot Tub, Tanning Partners Colorado Springs ",0
Looking for a mature activity partner (East Cobb/Woodstock) ,1
Looking for that Lonely Female Friend West Monroe ,1
Anybody can teach me swimming city of chicago ,0
Are there any Packers fans down here? Biloxi ,0
Nubian Princess wanted for Stimulating Conversation Panama City ,0
72-82 Senior Female for Socialization Fun Santa Fe ,0
Looking for a weight loss walking partner Columbus ,0
seeking a lady to ride bikes with --selma ,1
Looking for a chill friend Lynn Haven area ,0
Needing a little help with project South Hattiesburg ,0
Used Bookstores and Record Stores Evanston or Nearby ,0
card players and board game players Castle Rock ,0
Come Sing w/ Us on 12/01 Grand Junction ,0
Are there any Furries in hattiesburg area RICHTON ,0
"wanting to make a tote bag Billing, Montana ",0
Pantyhose Admirers Club meeting PC today Panama City ,0
Couple looking for friendship new to area Newnan ,1
Help a ham radio novice up 400? Gainesville ,0
learn self defense-Kali-jeet kune do-las vegas beginners welcome ,0
looking to not be bored this weekend. Wakeeney ,0
60 looking for a walking/trainer partner west burbs ,0
"I will rent your RV Metro Houston, TX",0
Married male for other alpha for gym Wpg,0
"Corunna Rd, Who,else.loves the, night life? Swartz Creek",0
"E US Highway 36, SIZE DOES MATTER Clermont",0
Sub plumber looking for experienced master Memphis tn,0
Woman looking for a rec sports team. Flagstaff ,0
"Broke, unattractive man, seeks lady activity partner StG ",1
Any & All FPV Pilots in ABQ Albuquerque ,0
someone to bike around with South Saint Paul ,0
M for F Walking or hiking friend Helena ,1
Lost at Hartley/Vey Sports Park Hartley/Vey Sports Park ,0
Camping / fishing / hunting friends South Metro ,0
Retired Man Looking For Retired Woman Cedar Springs ,1
Soccer goalie needed for Sunday futsal team Hopkins ,0
Carnival Cruise out of NOLA November 5 Luling ,0
??BORED at HOME??LoNeLy GiRl ??HOOkUpp Time PlayyY??  11,1
young M looking for M from years back,1
we talked at the World Day of Remembrance,0
Two Hearts Dancing to the Rhythm of Love,0
Today is your lucky day... you found me!,0
To the person I used to work with,0
This curve gurl needs someone to hang with,1
"Silly and Seductive, Taking Laughter to New Heights",1
"Sassy and Sultry, Keeping You Captivated and Charmed",0
Red head in Alva Oklahoma gas station… 11-8-23,0
Real Chubby(P U S S Y) For Fun,1
Real C_hubby(P U S S Y) For F~un,1
"Playful and Provocative, Ready to Keep You Guessing",1
"Now is a good time to have fun,",1
Not here to waste time.. lets be real,1
Navigating the Maze of Love with Lonely Eyes,1
"Naughty Adventures, Unforgettable Escapades Await Radiant Glow, Illumi",0
"More than just a pretty face, I promise",0
"Missed connection at Mersiv show in Bozeman, MT",0
"Lost in Your Eyes, Found in Your Laughter",0
Looking for someone who's not a total cheeseball,0
Looking for an individual to hang out with,0
Let's meet up and have some crazy fun,1
Leaving for Western Denmark seeking a travel companion,0
l~ooking for a really good f~riend for life!!,1
Just divorced and ready to have some fun!,1
Irresistible Temptation with a Wicked Sense of Fun,0
"I'm not perfect, but I'm perfect for someone",0
I'm just in my bed waiting for you,1
Im a real girl looking for real fun!,1
I worked on your tv 9 months ago,0
I need a man to satisfy my thirst,1
I L_ove g_uys who also are incredibly f~un,1
i am a woman looking for a man,1
"Hotter than your ex, better than your next",1
Hello! You are ready for enjoy the time!!,1
Hello! You are ready for e~njoy the time!!,1
Girl with all the Hole in her Tights,1
"Flirty Firecracker, Lighting up the Night with Laughter",1
Flirtatious Firecracker with a Wicked Sense of Fun,1
Fiery Seductress Ready to Set Your World Afire,1
Fiery Seductress Ready to Set Your World Ablaze,1
Female iso female to show me around Greenville,1
F ...hit me up bored and Lonely xxx,1
"Cute, flirty girl at DQ drive up window",1
Cute Latina at gas station near La Cantera,0
Cute girl at food counter at amc rainbow,0
Curvy babe looking for a chill local hang,0
Curvy babe looking for a c~hill local hang,0
Curvaceous Diva Ready to Make Your Heart Race,0
Come to my room and get me off,1
Carry on with Life Each Day In turn,0
Are you alone? so come on my bedroom.,1
Anything going on this weekend in the Fort?,0
Any hens or couples available young rooster here,1
Any guys free tonight for a mellow hang?,1
Alluring Goddess With a Mischief in Her Eyes,1
29w~m looking for top buddy to hang with*,1
29w~m looking for top buddy to hang with,1
28 year old FeMale looking for a buddy,1
27Y/r Old Colege__ GRL for At this time,1
24 yr black f looking for hot male,1
24 year old female seeking day & night,1
2 girls in the black Impala on washington,1
"""Please Read, I need you in my life!""",0
